Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
255.703;0.024;1.416;1;261.526;257.347;25.735;0;0;239;2;1;88;239;311;43.27;20;1.5;0.2;0.16;0.02;218;0.5;1.12;0.7;1;1.03;350;114;389;156556;0.005;0.01;-;-;-;-
703.036;0.438;2.177;0.457;1497.871;1371.28;137.128;1706.44;0.412;234.729;2;1;67;140;481;34.55;9;1.1;0.17;0.13;0.11;103;1;1.13;0.7;0.8;1;203;212;342;203259;0.001;0.01;-;-;-;-
8171.544;0.713;15.413;1;14690.49;4729.54;472.954;15043.3;0.918;273.39;2;1;29;132;445;49.75;43;4.7;0.17;0.07;0.01;224;0.4;1.15;0.7;0.7;1.05;332;361;62;150277;0.001;0.01;-;-;-;-
1808.282;0.459;4.203;1;6606.38;1604.96;160.496;6821.53;0.904;319.572;2;1;26;233;489;8.87;26;3.9;0.17;0.11;0.44;123;1.1;1.12;0.7;0.3;1;283;274;77;157036;0.004;0.01;-;-;-;-
13062.721;0.686;23.105;1;16902.72;7518.62;751.862;18701.5;0.856;244.523;2;1;59;58;500;10.43;42;3.6;0.15;0.06;0.44;215;0.2;1.21;0.8;0.3;0.98;239;361;404;65703;0.005;0.01;-;-;-;-
819.397;0.045;2.359;1;444.142;443.326;44.333;0;0.002;109.011;2;1;74;42;300;1.53;47;3.7;0.09;0.1;0.02;227;0.9;1.1;0.8;0.4;1.04;325;301;385;60204;0.004;0.01;-;-;-;-
3271.423;0.272;6.306;1;4482.56;3274.9;327.49;4240.96;0.504;132.586;2;1;91;13;331;34.21;23;2.4;0.19;0.18;0.35;104;1.5;1.09;0.7;0.7;1.04;289;452;211;76711;0.004;0.01;-;-;-;-
-622.941;0.045;-0.06;0;78.572;73.181;7.318;81.5;0.069;281.574;2;1;55;232;319;5.78;5;1.4;0.2;0.14;0.17;268;1.4;1.18;0.7;0.6;1;306;310;95;30577;0.001;0.01;-;-;-;-
1104.815;0.391;2.83;0.878;2806.272;990.632;99.063;3074.7;0.836;331.382;2;1;75;178;500;37.35;8;4.3;0.15;0.1;0.31;122;1;1.2;0.9;0.4;1.01;192;174;75;34265;0.003;0.01;-;-;-;-
5273.899;0.434;10.047;1;6288.36;4907.79;490.779;6555.07;0.587;228.592;2;1;49;166;412;28.31;34;1.2;0.2;0.13;0.32;101;1;1.01;0.8;0.6;0.99;170;345;273;276141;0.002;0.01;-;-;-;-
418.027;0.503;1.747;0.395;1234.461;563.601;56.36;1386.56;0.851;310.18;2;1;20;134;445;32.44;12;0.6;0.18;0.18;0.46;125;1.5;1.24;0.9;0.9;1.04;156;273;143;155333;0.001;0.01;-;-;-;-
92.219;0.129;1.155;0.217;584.381;584.381;58.438;595.413;0;148.001;2;1;62;43;335;3.13;13;2.5;0.16;0.06;0.14;85;1.3;1.05;0.9;0.9;1.01;169;466;366;27614;0.003;0.01;-;-;-;-
7202.74;0.365;13.123;1;7625.21;4768.54;476.854;8360.17;0.669;173.284;2;1;63;91;369;25.13;38;2.7;0.19;0.07;0.42;114;1.5;1.23;0.9;0.6;1.03;247;168;177;299477;0.002;0.01;-;-;-;-
1118.358;0.065;2.816;1;1309.78;1309.78;130.978;1523.42;0;244.151;2;1;90;240;305;13.83;37;2;0.2;0.08;0.12;210;0.3;1.22;0.9;0.8;1;259;307;216;228514;0.003;0.01;-;-;-;-
6242.386;0.437;11.409;1;9881.37;5151.24;515.124;10220.5;0.734;252.953;2;1;70;172;394;37.84;28;2.5;0.2;0.16;0.38;192;0.6;1.14;0.7;0.3;1.02;347;403;69;193125;0.001;0.01;-;-;-;-
2069.215;0.079;4.348;1;1778.84;1778.84;177.884;1555.16;0;283.259;2;1;93;230;399;8.54;42;0.2;0.17;0.09;0.38;88;0.6;1.05;0.9;0.8;1.05;332;229;98;117195;0.003;0.01;-;-;-;-
7382.289;0.379;12.974;1;8372.43;4859.75;485.975;9665.54;0.698;256.239;2;1;91;198;474;35.93;25;4.3;0.19;0.04;0.44;147;0.6;1.23;0.9;0.5;0.98;241;219;89;199204;0.005;0.01;-;-;-;-
7128.667;0.381;12.839;1;6615.32;4748.9;474.89;7083.4;0.577;199.841;2;1;73;12;356;20.49;32;3.3;0.18;0.14;0.13;280;0.6;1.11;0.9;0.5;0.98;263;216;284;209811;0.001;0.01;-;-;-;-
3613.98;0.308;7.242;1;3618.438;2733.04;273.304;3672.42;0.545;157.957;2;1;44;41;308;17.98;31;3.7;0.19;0.03;0.42;206;1.4;1.06;0.9;0.9;1.04;172;172;331;188837;0.003;0.01;-;-;-;-
1086.253;0.465;2.863;1;1832.206;865.239;86.524;1933.55;0.784;269.647;2;1;49;148;435;12.97;8;4.2;0.18;0.17;0.37;105;0.4;1.22;0.9;0.4;1.05;350;117;183;55359;0.002;0.01;-;-;-;-
4868.373;0.234;9.042;1;4330.597;4140.7;414.07;4355.49;0.059;177.718;2;1;77;44;335;42.96;44;1.2;0.17;0.12;0.45;222;1.1;1.15;0.9;0.9;1.05;275;275;276;45341;0.002;0.01;-;-;-;-
5157.717;0.592;9.716;1;4559.109;3893.24;389.324;4553.46;0.437;220.546;2;1;60;169;486;49.13;18;2.5;0.17;0.08;0.3;118;0.4;1.03;0.9;1;1.02;264;165;307;96551;0.005;0.01;-;-;-;-
1255.335;0.604;3.159;1;2193.438;1374.75;137.475;2360.81;0.713;147.929;2;1;47;62;323;49.25;10;2.2;0.18;0.18;0.42;184;0.5;1.23;0.7;0.7;1.05;291;495;150;111484;0.005;0.01;-;-;-;-
28864.359;0.588;47.817;1;31421.3;16569.2;1656.92;31272.7;0.773;133.184;2;1;91;23;335;47.36;50;3.9;0.17;0.02;0.23;167;0.3;1.04;0.8;0.3;0.99;332;491;85;287834;0.003;0.01;-;-;-;-
2208.597;0.457;4.794;1;2957.59;1538.45;153.845;3157.11;0.762;294.669;2;1;48;238;432;44.59;15;4.8;0.16;0.14;0.18;155;0.6;1.13;0.9;0.8;1;288;50;445;70179;0.005;0.01;-;-;-;-
942.073;0.082;2.586;0.458;1547.768;1514.04;151.404;2122.51;0.113;375.609;2;1;63;211;395;25.55;47;3.3;0.19;0.08;0.23;179;1.3;1.06;0.9;0.4;1.05;229;120;365;2073;0.003;0.01;-;-;-;-
178.69;0.387;1.311;0.247;916.727;806.152;80.615;1163.2;0.611;290.684;2;1;39;58;497;44.03;11;0.1;0.19;0.17;0.08;264;1.3;1.24;0.7;0.6;1.01;183;404;360;87177;0.003;0.01;-;-;-;-
4.602;0.37;1.008;0.182;717.431;413.427;41.343;762.339;0.696;229.794;2;1;44;164;432;9.56;6;4.3;0.15;0.19;0.32;114;0.8;1.08;0.8;0.8;1;194;497;353;231075;0.004;0.01;-;-;-;-
1512.417;0.282;3.57;1;2161.279;2092.5;209.25;2289.96;0.032;139.712;2;1;56;85;403;1.44;39;1.5;0.11;0.18;0.22;91;0.3;1.04;0.7;0.6;0.99;150;130;321;261913;0.002;0.01;-;-;-;-
639.41;0.362;2.081;0.438;1203.37;1194.95;119.495;1305.85;0.11;178.072;2;1;60;18;347;38.05;10;1.4;0.16;0.04;0.29;231;1;1.1;0.8;0.9;1.02;180;384;230;45251;0.002;0.01;-;-;-;-
11503.328;0.748;21.148;1;12788.92;7296.17;729.617;13603.6;0.865;239.287;2;1;34;151;494;40.84;45;2.5;0.2;0.07;0.4;156;0.5;1.16;0.8;0.9;1.05;223;288;266;214207;0.004;0.01;-;-;-;-
972.266;0.207;2.663;1;1105.93;1105.93;110.593;1055.24;0;215.695;2;1;51;201;376;6.19;17;3.1;0.18;0.01;0.29;246;0.2;1.12;0.8;1;1.05;331;225;270;52579;0.003;0.01;-;-;-;-
26.393;0.502;1.047;0.2;1153.029;392.354;39.235;1145.35;0.863;235.537;2;1;20;92;452;14.68;6;4.3;0.2;0.12;0.46;252;1.4;1.03;0.7;0.8;1.04;266;99;437;213253;0.004;0.01;-;-;-;-
6498.754;0.508;12.241;1;6573.35;4674.5;467.45;6681.31;0.613;236.894;2;1;43;156;445;28.51;42;2;0.15;0.11;0.21;60;1.4;1.03;0.9;1;1.04;167;183;359;73697;0.005;0.01;-;-;-;-
1324.318;0.319;3.3;0.848;3815.01;1757.91;175.791;4138.93;0.766;255.925;2;1;40;66;431;5.99;29;1.7;0.18;0.19;0.21;132;1.5;1.23;0.7;0.3;1.04;259;465;89;52203;0.002;0.01;-;-;-;-
3837.142;0.651;7.555;1;4252.65;2419.01;241.901;4269.62;0.775;239.517;2;1;52;78;416;40.26;13;2.4;0.17;0.16;0.4;269;0.4;1.04;0.9;0.5;1.03;253;257;63;168979;0.001;0.01;-;-;-;-
383.553;0.424;1.677;0.362;759.536;731.731;73.173;774.425;0.303;177.779;2;1;29;28;302;46.1;10;0.4;0.18;0.09;0.28;230;1.4;1.1;0.9;0.8;1.05;247;71;382;26317;0.002;0.01;-;-;-;-
3762.882;0.552;7.527;1;4586.77;2477.87;247.787;5110.27;0.928;237.177;2;1;41;78;428;26.07;23;0.4;0.15;0.04;0.2;171;0.5;1.22;0.7;0.5;0.99;290;143;146;255730;0.001;0.01;-;-;-;-
3294.575;0.781;6.878;1;7573.43;1818.36;181.836;7777.98;0.995;234.695;2;1;21;60;406;46.38;19;3.8;0.19;0.06;0.4;217;0.3;1.15;0.7;0.6;1.05;181;284;204;48836;0.004;0.01;-;-;-;-
670.052;0.034;2.094;1;293.404;293.404;29.34;0;0;148;2;1;86;148;308;32.34;21;5;0.15;0.02;0.03;128;0.8;1.18;0.9;0.6;1.04;318;446;267;182377;0.003;0.01;-;-;-;-
7642.885;0.569;14.368;1;10958.52;4884.84;488.484;12002.4;0.916;307.807;2;1;35;227;482;37.73;48;0.6;0.17;0.08;0.43;226;0.6;1.22;0.7;0.5;1.03;230;89;94;146729;0.005;0.01;-;-;-;-
233.68;0.159;1.38;0.263;1365.966;837.101;83.71;1608.81;0.518;207.906;2;1;90;103;431;6.54;14;2.4;0.16;0.2;0.49;98;1.5;1.21;0.8;0.6;0.98;183;120;84;214378;0.004;0.01;-;-;-;-
2312.868;0.249;4.925;1;2886.08;2886.08;288.608;3209.07;0;220.81;2;1;57;134;388;14.19;35;0.7;0.18;0.02;0.21;192;1.5;1.23;0.7;0.7;1.04;304;348;395;89356;0.004;0.01;-;-;-;-
8725.128;0.582;15.529;1;9655.39;5966.16;596.616;10287.9;0.698;229.931;2;1;71;133;462;42.22;24;3.1;0.2;0.11;0.34;180;0.4;1.13;0.8;0.5;1.01;269;191;386;139835;0.002;0.01;-;-;-;-
1299.781;0.471;3.233;1;2576.46;1443.4;144.34;2871.99;0.721;223.492;2;1;48;142;428;34.66;12;3.3;0.19;0.09;0.38;164;1.1;1.23;0.7;0.8;1.03;212;308;338;144483;0.003;0.01;-;-;-;-
439.812;0.333;1.708;0.416;1277.826;645.049;64.505;1343.91;0.739;232.939;2;1;97;159;389;49.95;4;3.5;0.17;0.15;0.04;126;1.2;1.11;0.9;0.4;0.98;277;205;500;157176;0.002;0.01;-;-;-;-
2860.437;0.303;5.961;1;3089.746;2650.9;265.09;3558.83;0.416;209.096;2;1;41;173;303;22.75;42;4.7;0.17;0.02;0.23;255;0.5;1.24;0.8;1;1.05;221;200;490;163342;0.002;0.01;-;-;-;-
-587.767;0.066;0.03;0;85.763;82.723;8.272;90.437;0.035;256.06;2;1;78;227;301;35.26;3;0.8;0.18;0.11;0.46;227;1.4;1.2;0.8;0.8;1;293;496;483;252848;0.001;0.01;-;-;-;-
6125.842;0.367;11.423;1;7678.19;3665.37;366.537;7961.31;0.769;213.298;2;1;55;124;428;45.78;34;4.8;0.19;0.15;0.27;144;1.5;1.15;0.9;1;1.05;248;295;230;145456;0.003;0.01;-;-;-;-
16257.871;0.682;29.121;1;19711.38;8554.68;855.468;20645.7;0.909;183.417;2;1;43;55;467;48.57;43;0.9;0.19;0;0.07;136;0.9;1.14;0.8;0.5;0.99;335;352;432;238170;0.004;0.01;-;-;-;-
-411.724;0.372;0.278;0;190.948;164.774;16.477;196.649;0.39;270.103;2;1;33;146;423;6.36;3;0.6;0.15;0.2;0.05;86;1;1.09;0.9;0.5;1.02;327;292;278;284074;0.002;0.01;-;-;-;-
4265.578;0.434;8.45;1;6146.5;3743.85;374.385;6553.07;0.718;170.953;2;1;36;41;409;8.97;44;1.5;0.19;0.15;0.48;150;1.1;1.2;0.7;0.6;1.02;309;415;376;233186;0.004;0.01;-;-;-;-
659.555;0.054;2.118;1;309.186;287.469;28.747;0;0;61.12;2;1;58;13;314;45.39;16;2.2;0.17;0.11;0.49;133;1.5;1.08;0.9;0.4;1.02;341;314;348;139988;0.004;0.01;-;-;-;-
3037.787;0.438;6.079;1;3909.994;3315.9;331.59;4043.32;0.486;198.602;2;1;68;99;399;30.49;18;1.7;0.17;0.05;0.33;265;0.9;1.04;0.7;0.6;0.99;233;421;221;143313;0.005;0.01;-;-;-;-
3562.146;0.391;7.187;1;4805.597;3995.13;399.513;5282.19;0.416;288.068;2;1;40;232;418;38.23;42;1.5;0.2;0.16;0.47;188;0.9;1.12;0.7;0.9;0.98;321;397;182;127990;0.001;0.01;-;-;-;-
1708.103;0.767;4.039;1;2753.166;955.046;95.505;2769.58;0.963;249.674;2;1;23;21;482;19.73;10;3;0.16;0.05;0.36;180;0.7;1.08;0.9;0.7;1.05;293;457;283;124128;0.002;0.01;-;-;-;-
2766.466;0.335;5.481;1;2978.92;2924.51;292.451;3765.91;0.183;188.975;2;1;92;153;476;47.41;16;1.6;0.2;0.06;0.26;126;1;1.25;0.9;0.8;1;176;222;193;271549;0.005;0.01;-;-;-;-
5007.128;0.8;9.869;1;9453.84;2406.13;240.613;9765.66;0.998;253.183;2;1;26;156;420;34.72;23;2.4;0.15;0.02;0.01;276;0.5;1.19;0.8;0.4;1.03;341;278;371;213445;0.004;0.01;-;-;-;-
2547.508;0.761;5.545;1;3542.78;1256.4;125.64;3692.95;0.985;186.75;2;1;21;22;468;31.57;15;1;0.19;0.18;0.23;80;0.3;1.21;0.8;1;1.04;337;245;398;151086;0.005;0.01;-;-;-;-
5200.044;0.552;9.788;1;6361.45;4909.04;490.904;7000.84;0.532;139.347;2;1;60;29;304;46.1;37;3.6;0.15;0.17;0.04;235;0.2;1.16;0.7;0.9;1.03;157;301;455;192809;0.004;0.01;-;-;-;-
1276.126;0.274;3.075;1;1946.087;1417.63;141.763;2212.11;0.584;269.899;2;1;89;213;382;44.66;12;3.1;0.16;0.04;0.25;230;1.4;1.23;0.8;0.5;0.98;341;120;397;87988;0.003;0.01;-;-;-;-
1536.272;0.305;3.683;1;2317.719;1769.33;176.933;2440.87;0.501;274.642;2;1;36;232;358;17.44;31;2.1;0.17;0.19;0.17;242;1.4;1.07;0.8;0.7;0.98;301;408;268;92525;0.003;0.01;-;-;-;-
6905.216;0.677;13.078;1;6341.99;4247.72;424.772;6755.33;0.844;197.533;2;1;35;19;383;33.36;28;0.8;0.18;0.03;0.01;252;0.3;1.1;0.8;0.6;0.98;293;364;166;76353;0.005;0.01;-;-;-;-
3121.04;0.217;6.239;1;2905.147;2825.78;282.578;3095.79;0.027;230.512;2;1;65;124;470;8.56;44;0.4;0.15;0.12;0.38;217;0.9;1.18;0.8;1;1;339;413;441;211820;0.002;0.01;-;-;-;-
-120.243;0.137;0.798;0.128;519.475;501.247;50.125;511.207;0.035;247.254;2;1;64;158;333;2.58;20;1.3;0.09;0.12;0.02;289;1.4;1.12;0.7;0.4;1.03;311;191;138;269941;0.001;0.01;-;-;-;-
9712.827;0.66;17.708;1;8801.97;5303.22;530.322;9822.01;0.848;206.359;2;1;47;129;352;36.34;39;1;0.15;0.13;0.18;233;0.3;1.21;0.9;0.4;0.98;327;416;442;184143;0.002;0.01;-;-;-;-
2095.683;0.301;4.48;1;2696.511;1756.15;175.615;2787.12;0.627;285.162;2;1;73;207;498;35.33;11;4.8;0.2;0.02;0.17;159;1.2;1.02;0.9;0.8;1.01;221;292;148;98375;0.005;0.01;-;-;-;-
3916.876;0.41;7.312;1;5420.83;3694.83;369.483;6123.94;0.617;188.718;2;1;96;93;416;45.41;20;4;0.15;0.03;0.4;192;0.6;1.16;0.7;0.7;0.99;170;379;122;67319;0.005;0.01;-;-;-;-
1340.492;0.197;3.247;0.838;1563.75;1563.75;156.375;1881.55;0;164.892;2;1;66;83;343;2.61;50;3.3;0.08;0.05;0.01;240;0.9;1.18;0.9;1;0.99;167;181;238;250809;0.003;0.01;-;-;-;-
18100.595;0.667;30.666;1;19568.47;13459.3;1345.93;19488.2;0.666;145.76;2;1;83;17;492;37.84;38;3.6;0.18;0.02;0.01;55;0.2;1.04;0.7;0.6;1.04;200;180;421;85481;0.004;0.01;-;-;-;-
8725.389;0.726;16.369;1;11371.59;6481.31;648.131;11750.8;0.831;189.254;2;1;30;81;410;35.67;42;2.1;0.2;0.07;0.1;199;0.7;1.03;0.7;0.8;0.99;152;362;55;265917;0.003;0.01;-;-;-;-
7300.005;0.469;12.84;1;6481.063;6233.32;623.332;7522.98;0.609;220.285;2;1;91;68;389;31.49;35;0.3;0.15;0.12;0.15;262;0.2;1.22;0.7;0.5;1.04;243;500;424;298956;0.004;0.01;-;-;-;-
-79.956;0.036;0.859;0;139.158;139.158;13.916;0;0;124.65;2;1;29;107;299;3.38;24;1.1;0.15;0.01;0.5;195;1.3;1.07;0.8;1;1.04;305;154;115;238853;0.005;0.01;-;-;-;-
157.199;0.24;1.254;0.267;664.177;655.829;65.583;657.726;0.174;169.89;2;1;93;115;443;2.94;11;3.8;0.08;0.07;0.39;119;0.7;1.07;0.7;1;0.98;292;120;172;215001;0.005;0.01;-;-;-;-
2638.795;0.162;5.429;1;2489.042;2487.93;248.793;2376.48;0.02;172.955;2;1;65;50;327;7.13;39;3.7;0.17;0.05;0.21;245;1.2;1.01;0.9;1;1.01;216;344;99;82788;0.002;0.01;-;-;-;-
3592.729;0.202;6.975;1;2963.78;2963.78;296.378;3168.48;0;243.165;2;1;72;231;352;8.9;34;2.4;0.18;0.02;0.16;201;0.2;1.19;0.9;0.5;1.04;311;287;495;42368;0.005;0.01;-;-;-;-
5754.084;0.638;11.236;1;5530.17;3243.3;324.33;5563.58;0.738;206.802;2;1;23;63;359;13.57;41;3.7;0.15;0.01;0.3;227;0.5;1.05;0.9;0.8;1.03;251;254;381;51828;0.003;0.01;-;-;-;-
-341.554;0.378;0.394;0.015;257.157;257.157;25.716;269.434;0;215.863;2;1;25;148;424;5.75;4;0.8;0.19;0.03;0.43;94;0.8;1.1;0.7;0.9;1;322;75;55;129047;0.003;0.01;-;-;-;-
-255.854;0.279;0.589;0.069;348.862;278.355;27.836;371.243;0.504;160.276;2;1;99;56;398;13.17;2;3;0.16;0.06;0.33;80;1.3;1.13;0.9;0.6;1.02;208;116;160;114081;0.005;0.01;-;-;-;-
4476.863;0.418;8.765;1;4580.541;4206.96;420.696;4882.1;0.155;251.739;2;1;41;127;494;7.28;48;1.1;0.18;0.19;0.5;115;0.4;1.16;0.8;0.8;1.04;336;230;400;7954;0.004;0.01;-;-;-;-
7338.408;0.309;13.075;1;5671.641;5327.87;532.787;5576.18;0.061;133.015;2;1;80;37;350;19.37;47;0.8;0.16;0.19;0.19;180;0.7;1.14;0.9;0.8;1.04;296;98;239;92956;0.005;0.01;-;-;-;-
7126.701;0.373;12.758;1;11161.53;5452.93;545.293;11568.1;0.763;165.957;2;1;78;74;389;46.23;29;4;0.2;0.01;0.22;60;1.4;1.17;0.7;0.5;1.04;265;254;377;241224;0.002;0.01;-;-;-;-
578.186;0.324;1.94;0.565;1076.233;862.67;86.267;1041.12;0.456;104.108;2;1;89;51;312;36.6;6;3.2;0.16;0.17;0.41;54;0.9;1.01;0.8;1;0.98;226;243;240;161377;0.003;0.01;-;-;-;-
3465.145;0.324;6.928;1;4819.27;3243.71;324.371;5011.78;0.609;221.502;2;1;51;151;398;10.46;44;4.1;0.16;0.2;0.28;221;0.8;1.09;0.7;0.8;1.02;241;489;388;220951;0.003;0.01;-;-;-;-
11452.32;0.617;20.892;1;20914.24;5876.64;587.664;21204.9;0.914;280.297;2;1;40;151;468;45.25;41;3.3;0.19;0.16;0.49;109;0.6;1.03;0.9;0.4;1.02;166;142;492;83306;0.002;0.01;-;-;-;-
3580.818;0.25;6.771;1;3448.675;2682.38;268.238;3816.4;0.496;194.279;2;1;96;27;444;17.65;21;5;0.2;0.15;0.47;220;0.6;1.21;0.9;0.9;1.05;218;400;393;222821;0.001;0.01;-;-;-;-
4129.081;0.77;8.377;1;6062.82;2175.24;217.524;6075.88;0.993;306.265;2;1;20;82;476;27.88;26;1.7;0.16;0.12;0.39;241;0.4;1.04;0.7;0.7;1.04;267;401;224;71262;0.001;0.01;-;-;-;-
3133.414;0.484;6.232;1;4979.99;2751.91;275.191;5032.39;0.827;204.361;2;1;69;125;386;47.41;15;0.7;0.17;0.12;0.04;94;1.2;1.11;0.7;0.3;1.03;340;351;234;103628;0.004;0.01;-;-;-;-
1803.96;0.568;4.036;1;2679.993;2283.51;228.351;2844.87;0.443;229.675;2;1;63;195;488;47.12;12;2.3;0.16;0.13;0.27;68;0.4;1.04;0.7;1;0.98;212;346;265;271716;0.005;0.01;-;-;-;-
962.407;0.336;2.698;0.601;1521.394;1088;108.8;1829.61;0.621;256.613;2;1;29;20;497;1.31;37;3;0.1;0;0.38;120;1.3;1.24;0.9;0.6;1.03;155;205;356;77825;0.001;0.01;-;-;-;-
-88.043;0.337;0.859;0.149;595.293;526.176;52.618;650.841;0.46;236.368;2;1;100;157;421;44.23;3;0.9;0.15;0.02;0.24;258;1.4;1.12;0.8;0.4;1.03;213;249;266;155947;0.004;0.01;-;-;-;-
320.205;0.113;1.517;0.362;701.754;701.754;70.175;612.404;0;194.372;2;1;95;60;436;0.65;23;1.8;0.08;0.01;0.3;178;0.7;1.13;0.8;0.5;1.01;326;122;78;134188;0.003;0.01;-;-;-;-
-470.291;0.153;0.246;0;239.72;213.906;21.391;245.586;0.142;174.154;2;1;100;75;335;11.63;3;3;0.16;0.17;0.45;231;1;1.07;0.8;0.9;1.03;188;212;435;241926;0.001;0.01;-;-;-;-
1245.13;0.38;3.041;0.735;1946.193;1559.5;155.95;2311.68;0.546;242.651;2;1;83;134;437;42.09;9;1.6;0.19;0.11;0.04;200;1.1;1.23;0.8;0.5;1;240;495;195;64448;0.003;0.01;-;-;-;-
10322.46;0.404;18.143;1;11216.7;7679.45;767.945;12115.9;0.63;181.19;2;1;73;40;420;21.16;46;2.1;0.18;0.05;0.45;118;1.1;1.21;0.8;0.5;1.05;258;89;399;71479;0.004;0.01;-;-;-;-
2400.908;0.325;4.925;1;3318.074;3122.46;312.246;3295.64;0.064;154.104;2;1;85;33;425;31.59;20;1;0.18;0.17;0.27;163;0.8;1.05;0.7;0.8;1.03;209;250;287;159666;0.001;0.01;-;-;-;-
1254.263;0.359;3.182;1;1996.083;1404.32;140.432;2020.78;0.635;203.94;2;1;39;122;344;4.61;21;3.2;0.15;0.07;0.27;188;0.9;1.13;0.7;0.4;1.03;341;263;464;136647;0.003;0.01;-;-;-;-
5173.707;0.43;9.615;1;5987.168;5597.86;559.786;6197.1;0.412;258.784;2;1;71;113;492;34.98;33;0.4;0.17;0.17;0.12;149;1.1;1.02;0.7;0.9;0.98;271;96;351;164273;0.001;0.01;-;-;-;-
9666.494;0.374;17.183;1;8317.46;6259.54;625.954;8346.48;0.546;352.045;2;1;67;34;480;12.4;48;4.6;0.15;0.09;0.4;253;0.3;1.01;0.8;0.5;1.02;312;62;104;4438;0.003;0.01;-;-;-;-
3463.241;0.374;6.806;1;3435.56;3435.56;343.556;3659.42;0;209.842;2;1;66;178;490;15.42;24;1.4;0.16;0.02;0.02;195;0.6;1.07;0.9;0.9;1.02;195;249;143;299392;0.005;0.01;-;-;-;-
573.853;0.213;2.012;0.469;977.056;977.056;97.706;1161.67;0;171.532;2;1;29;41;330;10.32;33;0.2;0.16;0.02;0.08;259;0.6;1.24;0.8;0.7;1.03;198;404;346;258326;0.003;0.01;-;-;-;-
4202.402;0.276;8.092;1;3522.496;3414.65;341.465;4056.57;0.252;199.438;2;1;61;133;460;5.72;38;3.6;0.18;0.1;0.04;219;0.5;1.15;0.9;0.9;0.98;230;177;142;109770;0.004;0.01;-;-;-;-
-424.731;0.115;0.263;0;193.433;193.433;19.343;186.897;0;268.062;2;1;41;233;437;0.52;13;1.6;0.09;0.04;0.01;82;0.5;1.11;0.7;1;1.03;329;251;189;93198;0.004;0.01;-;-;-;-
304.246;0.784;1.543;0.496;1375.144;405.375;40.538;1445.58;1;160.646;2;1;21;41;442;46.94;4;1.6;0.2;0.1;0.13;95;0.4;1.17;0.7;0.9;0.98;253;229;129;291211;0.004;0.01;-;-;-;-
955.232;0.413;2.675;0.78;1304.538;1149.29;114.929;1410.49;0.381;278.402;2;1;33;216;446;8.34;13;3.2;0.2;0.08;0.37;148;0.4;1.09;0.8;0.8;0.99;294;284;256;114750;0.001;0.01;-;-;-;-
609.569;0.398;2.087;0.761;731.291;730.18;73.018;717.376;0.002;94.214;2;1;21;12;358;0.64;26;1.6;0.1;0.1;0.35;60;0.4;1.08;0.9;0.8;1.01;295;313;149;131303;0.002;0.01;-;-;-;-
7280.747;0.578;13.524;1;10550.82;4723.35;472.335;10627.8;0.809;210.86;2;1;47;33;499;21.5;32;3;0.16;0.05;0.29;143;1.2;1.05;0.8;0.6;1.05;181;187;250;106335;0.004;0.01;-;-;-;-
2123.543;0.333;4.589;1;4938.17;1696.58;169.658;5342.09;0.844;245.432;2;1;60;82;454;7.46;20;4.7;0.16;0.13;0.13;129;1;1.25;0.8;0.3;1;264;384;430;213631;0.001;0.01;-;-;-;-
3287.793;0.163;6.271;1;3321.361;3319.23;331.923;3502.65;0.001;167.116;2;1;100;61;358;16.3;35;0.7;0.2;0.1;0.13;283;0.6;1.24;0.7;0.8;1.04;264;488;302;273243;0.004;0.01;-;-;-;-
6107.895;0.226;11.037;1;5022.469;4960.22;496.022;5763.54;0.012;204.677;2;1;81;185;321;41.97;48;1.7;0.19;0.12;0.36;276;0.3;1.19;0.9;0.7;0.98;266;446;87;155386;0.005;0.01;-;-;-;-
1371.485;0.305;3.369;1;1295.027;1238.75;123.875;1544.78;0.319;156.091;2;1;44;79;368;0.68;39;4.6;0.08;0.03;0.32;194;0.3;1.25;0.9;0.5;0.98;264;500;350;210726;0.001;0.01;-;-;-;-
8288.584;0.772;15.558;1;31665.99;3873.29;387.329;32820.9;0.999;218.441;2;1;32;23;482;38.05;31;4.2;0.19;0.11;0.26;241;0.2;1.25;0.7;0.3;0.98;165;453;351;285404;0.004;0.01;-;-;-;-
