Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
-484.218;0.021;-0.091;0;1.691;1.505;0.151;0;0.11;57;3;1;222;56;416;6.08;2;4.2;0.16;0.2;0.17;69;1.1;1.23;0.8;0.8;0.98;158;-;-;-;-;-;360;1360;-;-
-259.002;0.015;0.417;0;53.961;53.961;5.396;0;0;147;3;1;334;147;356;27.14;32;3.1;0.16;0.05;0.43;119;1.5;1.18;0.8;0.9;1.01;221;-;-;-;-;-;380;880;-;-
-239.694;0.035;0.477;0;76.471;74.166;7.417;0;0.031;172.033;3;1;136;172;380;1.78;32;2.9;0.14;0.12;0.12;107;1;1.23;0.8;0.5;0.99;343;-;-;-;-;-;310;1800;-;-
-493.801;0.021;-0.05;0;4.917;4.917;0.492;0;0;84;3;1;130;79;241;27.23;2;0.4;0.15;0.09;0.44;115;1;1.19;0.9;0.8;1.01;184;-;-;-;-;-;340;1920;-;-
-379.542;0.022;0.135;0;25.344;24.404;2.44;0;0;166;3;1;75;166;499;17.88;26;4.1;0.16;0.2;0.02;94;0.6;1.21;0.7;1;1;266;-;-;-;-;-;710;740;-;-
-254.274;0.042;0.449;0;54.543;50.598;5.06;0;0;140;3;1;107;138;401;37.45;14;2;0.18;0.2;0.19;166;0.6;1.02;0.9;0.6;0.98;345;-;-;-;-;-;360;1940;-;-
-333.884;0.105;0.205;0;91.368;91.368;9.137;68.842;0;188.588;3;1;48;134;391;0.2;48;5;0.08;0.05;0.43;183;0.6;1.08;0.7;1;1.04;334;-;-;-;-;-;430;320;-;-
-326.036;0.025;0.298;0;41.423;41.423;4.142;0;0;148;3;1;327;145;417;42.07;14;5;0.19;0.05;0.36;179;1.3;1.04;0.8;0.6;1.03;272;-;-;-;-;-;610;1730;-;-
11.816;0.024;1.026;0.246;133.191;128.419;12.842;0;0.036;86;3;1;394;78;280;49;36;0.9;0.18;0.12;0.28;125;1.3;1.23;0.8;0.8;1.03;200;-;-;-;-;-;410;1100;-;-
-286.612;0.079;0.353;0.042;258.248;182.877;18.288;321.883;0.293;243.788;3;1;385;163;341;1.21;47;3.9;0.08;0.2;0.39;159;0.9;1.15;0.9;0.3;1;188;-;-;-;-;-;650;540;-;-
-347.765;0.026;0.221;0;27.966;27.966;2.797;0;0;175;3;1;402;175;323;40.3;10;4.4;0.16;0.09;0.39;69;0.7;1.23;0.9;1;0.99;299;-;-;-;-;-;470;860;-;-
1682.978;0.515;4.877;1;1883.348;773.328;77.333;1992.89;0.959;229.2;3;1;178;126;397;38.32;12;1.6;0.2;0.08;0.4;59;0.3;1.19;0.8;0.6;1.02;303;-;-;-;-;-;560;310;-;-
-363.686;0.034;0.154;0;21.923;21.923;2.192;0;0;143;3;1;74;143;499;2.68;30;2.7;0.06;0.05;0.24;61;0.7;1.21;0.9;0.8;1.04;312;-;-;-;-;-;320;710;-;-
203.323;0.129;1.464;0.343;489.473;489.473;48.947;471.624;0;262.946;3;1;416;163;450;1.82;40;4.4;0.13;0.07;0.19;177;0.9;1.14;0.8;0.6;1.05;339;-;-;-;-;-;640;350;-;-
315.118;0.044;1.69;1;225.671;219.125;21.912;0;0;118;3;1;289;103;424;45.47;37;1;0.16;0.17;0.45;182;0.2;1.15;0.7;0.8;0.99;327;-;-;-;-;-;480;1080;-;-
-259.303;0.008;0.446;0;51.11;51.11;5.111;0;0;162;3;1;179;160;282;20.49;45;1.7;0.18;0.07;0.21;186;0.2;1.05;0.9;0.9;1;200;-;-;-;-;-;560;1740;-;-
41.182;0.036;1.089;0.4;183.441;158.039;15.804;0;0.139;156;3;1;231;156;313;10.12;44;3.3;0.19;0.2;0.41;79;1;1.15;0.7;0.9;1;342;-;-;-;-;-;620;1700;-;-
413.509;0.03;1.865;1;277.348;277.348;27.735;0;0;134;3;1;298;134;493;44.85;37;0.6;0.15;0.01;0.2;137;1.4;1.07;0.7;0.9;1.01;288;-;-;-;-;-;570;1380;-;-
-195.847;0.014;0.563;0;64.154;61.896;6.19;0;0;163;3;1;267;163;434;40.38;36;2.8;0.17;0.11;0.18;68;1.5;1.06;0.9;0.3;1.05;230;-;-;-;-;-;450;1000;-;-
3981.694;0.455;9.996;1;5029.92;2191.52;219.152;5653.66;0.956;269.512;3;1;231;147;433;26.52;35;1.6;0.19;0.1;0.26;75;0.4;1.24;0.7;0.4;1;199;-;-;-;-;-;620;440;-;-
-421.319;0.004;0.062;0;16.093;16.093;1.609;0;0;156;3;1;424;156;434;27.14;31;3;0.16;0.09;0.05;138;0.8;1.15;0.8;0.7;1.01;175;-;-;-;-;-;620;710;-;-
-419.767;0.051;0.068;0;20.351;19.731;1.973;0;0.031;78;3;1;317;47;234;33.38;5;1.6;0.16;0.11;0.22;149;1.4;1.19;0.7;0.5;0.98;330;-;-;-;-;-;330;1410;-;-
-439.568;0.041;0.009;0;7.559;7.559;0.756;0;0;134;3;1;299;134;212;24.71;2;3.4;0.15;0.04;0.04;100;0.2;1.17;0.9;0.3;1.02;337;-;-;-;-;-;420;940;-;-
-166.97;0.033;0.612;0;71.884;63.934;6.393;0;0;174;3;1;200;174;246;24.42;21;4.4;0.18;0.2;0.08;86;1.5;1.02;0.9;0.7;1.03;341;-;-;-;-;-;360;490;-;-
-325.952;0.012;0.26;0;43.717;41.252;4.125;0;0;141;3;1;100;141;481;19.5;49;2;0.16;0.12;0.33;116;1;1.11;0.7;0.4;1;198;-;-;-;-;-;360;1000;-;-
-464.438;0.031;-0.014;0;10.814;9.428;0.943;0;0.128;169;3;1;397;169;274;11.52;2;3.3;0.18;0.17;0.28;101;1.2;1.03;0.8;0.5;1.03;334;-;-;-;-;-;580;1170;-;-
-42.843;0.022;0.907;0;176.049;104.354;10.435;0;0.405;147;3;1;286;147;371;21.4;32;1.5;0.19;0.18;0.48;100;1.5;1.22;0.9;0.3;1.02;302;-;-;-;-;-;430;1290;-;-
-439.516;0.003;0.111;0;24.251;24.251;2.425;0;0;153.007;3;1;258;153;283;39.45;22;0.3;0.2;0.07;0.07;106;1.3;1.22;0.9;0.5;1;167;-;-;-;-;-;310;1640;-;-
-316.517;0.03;0.314;0;42.445;42.221;4.222;0;0;155;3;1;113;155;401;45.98;15;2.2;0.18;0.1;0.48;128;0.9;1.09;0.8;0.4;0.99;299;-;-;-;-;-;590;1660;-;-
-337.863;0.011;0.292;0;39.459;38.821;3.882;0;0.016;163;3;1;384;163;432;12.87;15;0.9;0.17;0.17;0.17;76;0.3;1.12;0.9;1;0.99;214;-;-;-;-;-;620;1190;-;-
-255.468;0.017;0.421;0;49.013;47.652;4.765;0;0.028;108;3;1;354;106;206;36.13;30;4.2;0.18;0.13;0.14;128;0.9;1.03;0.9;0.6;1.04;189;-;-;-;-;-;440;910;-;-
-194.587;0.02;0.575;0;71.769;71.769;7.177;0;0;147;3;1;135;147;239;44.96;27;0.8;0.16;0.09;0.04;118;0.9;1.21;0.8;0.6;1;244;-;-;-;-;-;340;1310;-;-
208.533;0.036;1.442;1;169.605;169.605;16.96;0;0;154;3;1;413;154;355;46.1;16;0.7;0.17;0;0.25;111;1.4;1.24;0.9;1;1.01;338;-;-;-;-;-;410;940;-;-
-448.194;0.013;0.009;0;11.738;11.738;1.174;0;0;161;3;1;204;161;427;5.95;9;4.2;0.18;0.04;0.27;70;0.3;1.09;0.7;0.5;1.01;226;-;-;-;-;-;680;1160;-;-
-459.204;0.008;0.026;0;17.593;17.593;1.759;0;0;148.409;3;1;152;144;300;1.97;14;0.4;0.11;0.01;0.06;175;0.8;1.15;0.9;1;1.01;190;-;-;-;-;-;580;1200;-;-
-222.785;0.033;0.496;0;53.543;53.543;5.354;0;0;175;3;1;85;175;259;24.49;20;2.1;0.15;0.07;0.18;73;1.1;1.05;0.9;0.4;1.05;335;-;-;-;-;-;430;970;-;-
-486.219;0.014;-0.012;0;9.761;9.761;0.976;0;0;112.013;3;1;322;112;267;40.52;2;0.4;0.2;0.01;0.38;94;1.3;1.1;0.9;1;1.02;181;-;-;-;-;-;490;1350;-;-
-358.218;0.016;0.195;0;33.607;33.607;3.361;0;0;105;3;1;382;103;422;48.92;16;3.2;0.2;0.02;0.38;126;1;1.07;0.7;0.8;0.99;184;-;-;-;-;-;350;1060;-;-
1549.905;0.303;4.555;1;1202.973;1182.24;118.224;1470.45;0.017;250.002;3;1;387;114;455;10.92;31;2.6;0.2;0.12;0.48;173;0.4;1.21;0.9;1;1.01;226;-;-;-;-;-;380;510;-;-
-480.469;0.007;-0.09;0;1.658;1.658;0.166;0;0;168;3;1;96;168;264;0.22;12;2.9;0.05;0.08;0.12;130;0.2;1.25;0.8;0.7;1.01;201;-;-;-;-;-;520;910;-;-
-375.472;0.017;0.125;0;26.984;26.071;2.607;0;0.034;84;3;1;58;84;430;49.56;45;3.3;0.18;0.15;0.06;77;1.2;1.14;0.7;1;1.05;167;-;-;-;-;-;300;850;-;-
-366.403;0.011;0.18;0;30.948;25.255;2.526;0;0;146;3;1;241;146;328;12.61;25;3.3;0.19;0.17;0.45;103;0.6;1.19;0.9;0.3;1.04;204;-;-;-;-;-;350;1170;-;-
-237.094;0.02;0.467;0;63.772;63.772;6.377;0;0;104;3;1;149;104;355;46.86;43;3.6;0.19;0.01;0.32;82;0.2;1.1;0.7;0.6;1.01;205;-;-;-;-;-;470;1230;-;-
2966.112;0.524;7.933;1;3367.08;1796.43;179.643;3464.1;0.884;213.546;3;1;308;132;324;22.06;33;3.9;0.19;0.15;0.32;56;0.3;1.08;0.7;0.4;1.02;239;-;-;-;-;-;370;320;-;-
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
794.897;0.19;1.947;0.526;1296.714;1285.48;128.548;1431.64;0.037;231.9;4;1;60;130;412.5;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
1138.023;0.229;2.356;0.684;1582.654;1555.16;155.516;1800.7;0.082;262.562;4;1;60;130;500;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
151.461;0.116;1.18;0.235;786.159;785.205;78.52;828.623;0.001;214.547;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;50;275;150500;0.003;0.003;700;700;9;9
286.877;0.129;1.342;0.295;874.826;873.757;87.376;918.552;0.002;208.097;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;162.5;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
383.712;0.134;1.457;0.349;912.263;911.278;91.128;951.708;0.001;201.892;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;50;150500;0.003;0.003;700;700;9;9
402.042;0.139;1.479;0.354;946.147;945.017;94.502;990.556;0.002;202.458;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;162.5;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
-317.496;0.023;0.622;0;155.151;154.971;15.497;0;0.001;141.003;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;387.5;150500;0.003;0.003;700;700;9;9
-317.496;0.023;0.622;0;155.151;154.971;15.497;0;0.001;141.003;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;500;150500;0.003;0.003;700;700;9;9
352.543;0.135;1.429;0.324;917.829;914.843;91.484;965.38;0.012;207.455;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;300;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
477.561;0.056;1.511;0.488;918.444;917.309;91.731;873.843;0.001;208.201;4;1;150;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;1150;700;9;9
704.883;0.034;1.671;0.801;986.701;985.464;98.546;842.15;0.001;210.615;4;1;270;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;1575;700;9;9
953.469;0.024;1.794;0.974;1093.322;1091.95;109.195;809.556;0.001;211.008;4;1;430;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;2000;700;9;9
383.63;0.134;1.467;0.354;911.27;909.576;90.958;940.954;0.006;195.668;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;300;9;9
419.273;0.142;1.499;0.361;965.091;961.995;96.2;1012.73;0.013;203.545;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;725;9;9
455.132;0.057;1.487;0.435;929.967;928.826;92.883;904.431;0.001;212.835;4;1;150;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;1150;9;9
518.621;0.032;1.493;0.454;947.517;946.324;94.632;848.699;0.001;218.136;4;1;270;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;1575;9;9
551.363;0.022;1.459;0.409;1011.316;1010.04;101.004;817.674;0.001;220.38;4;1;430;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;2000;9;9
-119.138;0.094;0.858;0.144;634.964;634.432;63.443;688.873;0.001;234.865;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;1000;0.003;0.003;700;700;9;9
367.776;0.137;1.438;0.332;933.316;930.715;93.072;979.984;0.011;205.476;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;75750;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
444.162;0.144;1.529;0.376;980.031;976.5;97.65;1027.94;0.015;202.538;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;225250;0.003;0.003;700;700;9;9
456.988;0.145;1.545;0.384;987.752;984.044;98.404;1035.88;0.016;202.068;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;300000;0.003;0.003;700;700;9;9
328.215;0.134;1.391;0.312;908.629;906.429;90.643;954.741;0.009;207.102;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.001;0.003;700;700;9;9
391.761;0.139;1.467;0.345;948.123;945.252;94.525;995.161;0.012;204.526;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.002;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
438.19;0.143;1.522;0.372;976.425;972.974;97.297;1024.23;0.015;202.759;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.004;0.003;700;700;9;9
449.298;0.144;1.535;0.379;983.127;979.526;97.953;1031.12;0.015;202.349;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.005;0.003;700;700;9;9
281.893;0.123;1.336;0.302;835.978;834.708;83.471;855.406;0.004;195.845;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.001;700;700;9;9
371.959;0.135;1.443;0.341;919.262;917.058;91.706;957.1;0.009;200.868;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.002;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
456.436;0.147;1.544;0.377;1000.25;995.944;99.594;1054.59;0.019;205.168;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.004;700;700;9;9
484.416;0.151;1.577;0.389;1027.468;1022.04;102.204;1087.18;0.024;206.579;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.005;700;700;9;9
386.028;0.136;1.477;0.348;927.291;924.838;92.484;973.733;0.01;205.8;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;5;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
424.618;0.145;1.487;0.357;986.925;983.135;98.314;1035.2;0.016;202.255;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;13;9
406.672;0.145;1.458;0.345;984.058;980.58;98.058;1032.05;0.015;202.255;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;15;9
-255.444;0.023;0.672;0;155.151;154.971;15.497;0;0.001;141.003;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;1
341.792;0.129;1.422;0.337;873.154;871.479;87.148;899.321;0.006;197.028;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;5
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
443.666;0.148;1.509;0.361;1010.716;1005.93;100.593;1067.94;0.021;206.395;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;13
455.367;0.151;1.513;0.362;1031.942;1027.33;102.733;1093.96;0.02;207.731;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;15
-681.605;0.013;0.188;0;88.273;88.179;8.818;67.025;0.001;229.331;4;1;60;130;325;0.01;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
-486.787;0.033;0.42;0;222.004;221.741;22.174;204.808;0.001;221.512;4;1;60;130;325;0.1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
3637.287;0.437;5.334;1;3677.72;2965.18;296.518;3962.41;0.804;208.454;4;1;60;130;325;10;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
6517.83;0.495;8.766;1;8447;3357.06;335.706;8747.5;0.949;184.952;4;1;60;130;325;50;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
-859.236;0.142;-0.024;0;74.316;74.068;7.407;77.971;0.014;203.397;4;1;60;130;325;1;2;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
-189.112;0.142;0.775;0.116;520.211;518.472;51.847;545.796;0.014;203.397;4;1;60;130;325;1;14;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
1008.549;0.142;2.202;0.823;1412;1407.28;140.728;1481.45;0.014;203.397;4;1;60;130;325;1;38;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
1595.927;0.142;2.902;1;1857.9;1851.69;185.169;1949.27;0.014;203.397;4;1;60;130;325;1;50;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
155.732;0.274;1.186;0.235;772.059;742.184;74.218;835.578;0.235;205.76;4;1;60;130;325;1;26;1;0.05;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
307.093;0.187;1.366;0.297;894.342;886.942;88.694;953.023;0.035;202.638;4;1;60;130;325;1;26;1;0.0875;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
522.205;0.115;1.622;0.446;1017.696;1015.81;101.581;1052.35;0.006;204.524;4;1;60;130;325;1;26;1;0.1625;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
616.815;0.097;1.735;0.563;1059.204;1057.75;105.775;1080.27;0.003;205.549;4;1;60;130;325;1;26;1;0.2;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
459.788;0.133;1.548;0.381;1004.9;1004.9;100.49;1052.71;0;202.578;4;1;60;130;325;1;26;1;0.125;0;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
445.101;0.138;1.53;0.373;989.6;989.6;98.96;1037.6;0;202.705;4;1;60;130;325;1;26;1;0.125;0.05;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
299.532;0.137;1.357;0.302;931.909;877.181;87.718;972.201;0.065;204.305;4;1;60;130;325;1;26;1;0.125;0.15;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
192.28;0.133;1.229;0.254;899.523;799.118;79.912;933.44;0.118;205.226;4;1;60;130;325;1;26;1;0.125;0.2;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
434.912;0.145;1.518;0.367;984.87;984.18;98.418;1033.74;0.001;202.3;4;1;60;130;325;1;26;1;0.125;0.1;0.01;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
429.392;0.144;1.512;0.365;977.263;975.978;97.598;1025.62;0.004;202.737;4;1;60;130;325;1;26;1;0.125;0.1;0.1325;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
421.171;0.142;1.502;0.362;966.106;962.877;96.288;1013.62;0.014;203.397;4;1;60;130;325;1;26;1;0.125;0.1;0.255;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
408.034;0.139;1.486;0.358;949.465;940.87;94.087;995.456;0.034;204.384;4;1;60;130;325;1;26;1;0.125;0.1;0.3775;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
385.502;0.133;1.459;0.351;924.372;903.662;90.366;967.586;0.07;205.855;4;1;60;130;325;1;26;1;0.125;0.1;0.5;200;0.85;1.13;0.8;0.65;1.015;250;275;275;150500;0.003;0.003;700;700;9;9
